reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2026-09-26,01,-1,wk inc rsv hosp,2026-09-19,quantile,0.01,4
2026-09-26,01,-1,wk inc rsv hosp,2026-09-19,quantile,0.025,5
2026-09-26,01,-1,wk inc rsv hosp,2026-09-19,quantile,0.05,6
2026-09-26,01,-1,wk inc rsv hosp,2026-09-19,quantile,0.1,7
2026-09-26,01,-1,wk inc rsv hosp,2026-09-19,quantile,0.15,8
2026-09-26,01,-1,wk inc rsv hosp,2026-09-19,quantile,0.2,9
2026-09-26,01,-1,wk inc rsv hosp,2026-09-19,quantile,0.25,9
2026-09-26,01,-1,wk inc rsv hosp,2026-09-19,quantile,0.3,10
2026-09-26,01,-1,wk inc rsv hosp,2026-09-19,quantile,0.35,10
2026-09-26,01,-1,wk inc rsv hosp,2026-09-19,quantile,0.4,10.5
2026-09-26,01,-1,wk inc rsv hosp,2026-09-19,quantile,0.45,11
2026-09-26,01,-1,wk inc rsv hosp,2026-09-19,quantile,0.5,11.5
2026-09-26,01,-1,wk inc rsv hosp,2026-09-19,quantile,0.55,12
2026-09-26,01,-1,wk inc rsv hosp,2026-09-19,quantile,0.6,12.5
2026-09-26,01,-1,wk inc rsv hosp,2026-09-19,quantile,0.65,13
2026-09-26,01,-1,wk inc rsv hosp,2026-09-19,quantile,0.7,13.5
2026-09-26,01,-1,wk inc rsv hosp,2026-09-19,quantile,0.75,14.5
2026-09-26,01,-1,wk inc rsv hosp,2026-09-19,quantile,0.8,15
2026-09-26,01,-1,wk inc rsv hosp,2026-09-19,quantile,0.85,16
2026-09-26,01,-1,wk inc rsv hosp,2026-09-19,quantile,0.9,17
2026-09-26,01,-1,wk inc rsv hosp,2026-09-19,quantile,0.95,19
2026-09-26,01,-1,wk inc rsv hosp,2026-09-19,quantile,0.975,20.5
2026-09-26,01,-1,wk inc rsv hosp,2026-09-19,quantile,0.99,22.504999999999995
2026-09-26,01,0,wk inc rsv hosp,2026-09-26,quantile,0.01,3
2026-09-26,01,0,wk inc rsv hosp,2026-09-26,quantile,0.025,3.9750000000000014
2026-09-26,01,0,wk inc rsv hosp,2026-09-26,quantile,0.05,4
2026-09-26,01,0,wk inc rsv hosp,2026-09-26,quantile,0.1,6
2026-09-26,01,0,wk inc rsv hosp,2026-09-26,quantile,0.15,7
2026-09-26,01,0,wk inc rsv hosp,2026-09-26,quantile,0.2,8
2026-09-26,01,0,wk inc rsv hosp,2026-09-26,quantile,0.25,8
2026-09-26,01,0,wk inc rsv hosp,2026-09-26,quantile,0.3,9
2026-09-26,01,0,wk inc rsv hosp,2026-09-26,quantile,0.35,9
2026-09-26,01,0,wk inc rsv hosp,2026-09-26,quantile,0.4,10
2026-09-26,01,0,wk inc rsv hosp,2026-09-26,quantile,0.45,10
2026-09-26,01,0,wk inc rsv hosp,2026-09-26,quantile,0.5,11
2026-09-26,01,0,wk inc rsv hosp,2026-09-26,quantile,0.55,11.450000000000044
2026-09-26,01,0,wk inc rsv hosp,2026-09-26,quantile,0.6,12
2026-09-26,01,0,wk inc rsv hosp,2026-09-26,quantile,0.65,13
2026-09-26,01,0,wk inc rsv hosp,2026-09-26,quantile,0.7,13
2026-09-26,01,0,wk inc rsv hosp,2026-09-26,quantile,0.75,14
2026-09-26,01,0,wk inc rsv hosp,2026-09-26,quantile,0.8,15
2026-09-26,01,0,wk inc rsv hosp,2026-09-26,quantile,0.85,16
2026-09-26,01,0,wk inc rsv hosp,2026-09-26,quantile,0.9,18
2026-09-26,01,0,wk inc rsv hosp,2026-09-26,quantile,0.95,20
2026-09-26,01,0,wk inc rsv hosp,2026-09-26,quantile,0.975,22
2026-09-26,01,0,wk inc rsv hosp,2026-09-26,quantile,0.99,25
2026-09-26,01,1,wk inc rsv hosp,2026-10-03,quantile,0.01,2.990000000000002
2026-09-26,01,1,wk inc rsv hosp,2026-10-03,quantile,0.025,3
2026-09-26,01,1,wk inc rsv hosp,2026-10-03,quantile,0.05,4
2026-09-26,01,1,wk inc rsv hosp,2026-10-03,quantile,0.1,6
2026-09-26,01,1,wk inc rsv hosp,2026-10-03,quantile,0.15,6
2026-09-26,01,1,wk inc rsv hosp,2026-10-03,quantile,0.2,7
2026-09-26,01,1,wk inc rsv hosp,2026-10-03,quantile,0.25,8
2026-09-26,01,1,wk inc rsv hosp,2026-10-03,quantile,0.3,8
2026-09-26,01,1,wk inc rsv hosp,2026-10-03,quantile,0.35,9
2026-09-26,01,1,wk inc rsv hosp,2026-10-03,quantile,0.4,10
2026-09-26,01,1,wk inc rsv hosp,2026-10-03,quantile,0.45,10
2026-09-26,01,1,wk inc rsv hosp,2026-10-03,quantile,0.5,11
2026-09-26,01,1,wk inc rsv hosp,2026-10-03,quantile,0.55,11
2026-09-26,01,1,wk inc rsv hosp,2026-10-03,quantile,0.6,12
2026-09-26,01,1,wk inc rsv hosp,2026-10-03,quantile,0.65,13
2026-09-26,01,1,wk inc rsv hosp,2026-10-03,quantile,0.7,14
2026-09-26,01,1,wk inc rsv hosp,2026-10-03,quantile,0.75,15
2026-09-26,01,1,wk inc rsv hosp,2026-10-03,quantile,0.8,16
2026-09-26,01,1,wk inc rsv hosp,2026-10-03,quantile,0.85,17
2026-09-26,01,1,wk inc rsv hosp,2026-10-03,quantile,0.9,19
2026-09-26,01,1,wk inc rsv hosp,2026-10-03,quantile,0.95,23
2026-09-26,01,1,wk inc rsv hosp,2026-10-03,quantile,0.975,26
2026-09-26,01,1,wk inc rsv hosp,2026-10-03,quantile,0.99,31.00999999999999
2026-09-26,01,2,wk inc rsv hosp,2026-10-10,quantile,0.01,1.990000000000002
2026-09-26,01,2,wk inc rsv hosp,2026-10-10,quantile,0.025,2
2026-09-26,01,2,wk inc rsv hosp,2026-10-10,quantile,0.05,4
2026-09-26,01,2,wk inc rsv hosp,2026-10-10,quantile,0.1,5
2026-09-26,01,2,wk inc rsv hosp,2026-10-10,quantile,0.15,5
2026-09-26,01,2,wk inc rsv hosp,2026-10-10,quantile,0.2,6
2026-09-26,01,2,wk inc rsv hosp,2026-10-10,quantile,0.25,7
2026-09-26,01,2,wk inc rsv hosp,2026-10-10,quantile,0.3,8
2026-09-26,01,2,wk inc rsv hosp,2026-10-10,quantile,0.35,9
2026-09-26,01,2,wk inc rsv hosp,2026-10-10,quantile,0.4,9
2026-09-26,01,2,wk inc rsv hosp,2026-10-10,quantile,0.45,10
2026-09-26,01,2,wk inc rsv hosp,2026-10-10,quantile,0.5,11
2026-09-26,01,2,wk inc rsv hosp,2026-10-10,quantile,0.55,12
2026-09-26,01,2,wk inc rsv hosp,2026-10-10,quantile,0.6,13
2026-09-26,01,2,wk inc rsv hosp,2026-10-10,quantile,0.65,13
2026-09-26,01,2,wk inc rsv hosp,2026-10-10,quantile,0.7,14
2026-09-26,01,2,wk inc rsv hosp,2026-10-10,quantile,0.75,16
2026-09-26,01,2,wk inc rsv hosp,2026-10-10,quantile,0.8,18
2026-09-26,01,2,wk inc rsv hosp,2026-10-10,quantile,0.85,20
2026-09-26,01,2,wk inc rsv hosp,2026-10-10,quantile,0.9,23
2026-09-26,01,2,wk inc rsv hosp,2026-10-10,quantile,0.95,28
2026-09-26,01,2,wk inc rsv hosp,2026-10-10,quantile,0.975,35
2026-09-26,01,2,wk inc rsv hosp,2026-10-10,quantile,0.99,42.00999999999999
2026-09-26,01,3,wk inc rsv hosp,2026-10-17,quantile,0.01,1
2026-09-26,01,3,wk inc rsv hosp,2026-10-17,quantile,0.025,1.5
2026-09-26,01,3,wk inc rsv hosp,2026-10-17,quantile,0.05,3
2026-09-26,01,3,wk inc rsv hosp,2026-10-17,quantile,0.1,4.5
2026-09-26,01,3,wk inc rsv hosp,2026-10-17,quantile,0.15,5.5
2026-09-26,01,3,wk inc rsv hosp,2026-10-17,quantile,0.2,7
2026-09-26,01,3,wk inc rsv hosp,2026-10-17,quantile,0.25,8.5
2026-09-26,01,3,wk inc rsv hosp,2026-10-17,quantile,0.3,9.5
2026-09-26,01,3,wk inc rsv hosp,2026-10-17,quantile,0.35,11
2026-09-26,01,3,wk inc rsv hosp,2026-10-17,quantile,0.4,12.5
2026-09-26,01,3,wk inc rsv hosp,2026-10-17,quantile,0.45,14
2026-09-26,01,3,wk inc rsv hosp,2026-10-17,quantile,0.5,16
2026-09-26,01,3,wk inc rsv hosp,2026-10-17,quantile,0.55,18
2026-09-26,01,3,wk inc rsv hosp,2026-10-17,quantile,0.6,19.5
2026-09-26,01,3,wk inc rsv hosp,2026-10-17,quantile,0.65,22.5
2026-09-26,01,3,wk inc rsv hosp,2026-10-17,quantile,0.7,25.5
2026-09-26,01,3,wk inc rsv hosp,2026-10-17,quantile,0.75,29.5
2026-09-26,01,3,wk inc rsv hosp,2026-10-17,quantile,0.8,35.5
2026-09-26,01,3,wk inc rsv hosp,2026-10-17,quantile,0.85,42.5
2026-09-26,01,3,wk inc rsv hosp,2026-10-17,quantile,0.9,54
2026-09-26,01,3,wk inc rsv hosp,2026-10-17,quantile,0.95,83
2026-09-26,01,3,wk inc rsv hosp,2026-10-17,quantile,0.975,113.5
2026-09-26,01,3,wk inc rsv hosp,2026-10-17,quantile,0.99,160.5
2026-09-26,02,-1,wk inc rsv hosp,2026-09-19,quantile,0.01,0.5
2026-09-26,02,-1,wk inc rsv hosp,2026-09-19,quantile,0.025,1
2026-09-26,02,-1,wk inc rsv hosp,2026-09-19,quantile,0.05,1.5
2026-09-26,02,-1,wk inc rsv hosp,2026-09-19,quantile,0.1,2
2026-09-26,02,-1,wk inc rsv hosp,2026-09-19,quantile,0.15,2
2026-09-26,02,-1,wk inc rsv hosp,2026-09-19,quantile,0.2,2
2026-09-26,02,-1,wk inc rsv hosp,2026-09-19,quantile,0.25,3
2026-09-26,02,-1,wk inc rsv hosp,2026-09-19,quantile,0.3,3
2026-09-26,02,-1,wk inc rsv hosp,2026-09-19,quantile,0.35,3
2026-09-26,02,-1,wk inc rsv hosp,2026-09-19,quantile,0.4,3
2026-09-26,02,-1,wk inc rsv hosp,2026-09-19,quantile,0.45,3
2026-09-26,02,-1,wk inc rsv hosp,2026-09-19,quantile,0.5,3
2026-09-26,02,-1,wk inc rsv hosp,2026-09-19,quantile,0.55,4
2026-09-26,02,-1,wk inc rsv hosp,2026-09-19,quantile,0.6,4
2026-09-26,02,-1,wk inc rsv hosp,2026-09-19,quantile,0.65,4
2026-09-26,02,-1,wk inc rsv hosp,2026-09-19,quantile,0.7,4
2026-09-26,02,-1,wk inc rsv hosp,2026-09-19,quantile,0.75,5
2026-09-26,02,-1,wk inc rsv hosp,2026-09-19,quantile,0.8,5
2026-09-26,02,-1,wk inc rsv hosp,2026-09-19,quantile,0.85,5
2026-09-26,02,-1,wk inc rsv hosp,2026-09-19,quantile,0.9,6
2026-09-26,02,-1,wk inc rsv hosp,2026-09-19,quantile,0.95,7
2026-09-26,02,-1,wk inc rsv hosp,2026-09-19,quantile,0.975,8.5
2026-09-26,02,-1,wk inc rsv hosp,2026-09-19,quantile,0.99,10
2026-09-26,02,0,wk inc rsv hosp,2026-09-26,quantile,0.01,0
2026-09-26,02,0,wk inc rsv hosp,2026-09-26,quantile,0.025,0
2026-09-26,02,0,wk inc rsv hosp,2026-09-26,quantile,0.05,1
2026-09-26,02,0,wk inc rsv hosp,2026-09-26,quantile,0.1,2
2026-09-26,02,0,wk inc rsv hosp,2026-09-26,quantile,0.15,3
2026-09-26,02,0,wk inc rsv hosp,2026-09-26,quantile,0.2,3
2026-09-26,02,0,wk inc rsv hosp,2026-09-26,quantile,0.25,3
2026-09-26,02,0,wk inc rsv hosp,2026-09-26,quantile,0.3,3
2026-09-26,02,0,wk inc rsv hosp,2026-09-26,quantile,0.35,3
2026-09-26,02,0,wk inc rsv hosp,2026-09-26,quantile,0.4,3
2026-09-26,02,0,wk inc rsv hosp,2026-09-26,quantile,0.45,4
2026-09-26,02,0,wk inc rsv hosp,2026-09-26,quantile,0.5,4
2026-09-26,02,0,wk inc rsv hosp,2026-09-26,quantile,0.55,4
2026-09-26,02,0,wk inc rsv hosp,2026-09-26,quantile,0.6,4
