reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2026-05-23,01,0,wk inc rsv hosp,2026-05-23,quantile,0.01,2
2026-05-23,01,0,wk inc rsv hosp,2026-05-23,quantile,0.025,3
2026-05-23,01,0,wk inc rsv hosp,2026-05-23,quantile,0.05,3
2026-05-23,01,0,wk inc rsv hosp,2026-05-23,quantile,0.1,4
2026-05-23,01,0,wk inc rsv hosp,2026-05-23,quantile,0.15,5
2026-05-23,01,0,wk inc rsv hosp,2026-05-23,quantile,0.2,5.25
2026-05-23,01,0,wk inc rsv hosp,2026-05-23,quantile,0.25,6
2026-05-23,01,0,wk inc rsv hosp,2026-05-23,quantile,0.3,6.75
2026-05-23,01,0,wk inc rsv hosp,2026-05-23,quantile,0.35,7
2026-05-23,01,0,wk inc rsv hosp,2026-05-23,quantile,0.4,8
2026-05-23,01,0,wk inc rsv hosp,2026-05-23,quantile,0.45,8
2026-05-23,01,0,wk inc rsv hosp,2026-05-23,quantile,0.5,8.5
2026-05-23,01,0,wk inc rsv hosp,2026-05-23,quantile,0.55,9
2026-05-23,01,0,wk inc rsv hosp,2026-05-23,quantile,0.6,9.5
2026-05-23,01,0,wk inc rsv hosp,2026-05-23,quantile,0.65,10.5
2026-05-23,01,0,wk inc rsv hosp,2026-05-23,quantile,0.7,11
2026-05-23,01,0,wk inc rsv hosp,2026-05-23,quantile,0.75,11.5
2026-05-23,01,0,wk inc rsv hosp,2026-05-23,quantile,0.8,12.5
2026-05-23,01,0,wk inc rsv hosp,2026-05-23,quantile,0.85,14
2026-05-23,01,0,wk inc rsv hosp,2026-05-23,quantile,0.9,15.5
2026-05-23,01,0,wk inc rsv hosp,2026-05-23,quantile,0.95,18
2026-05-23,01,0,wk inc rsv hosp,2026-05-23,quantile,0.975,22
2026-05-23,01,0,wk inc rsv hosp,2026-05-23,quantile,0.99,25.5
2026-05-23,01,1,wk inc rsv hosp,2026-05-30,quantile,0.01,1.25
2026-05-23,01,1,wk inc rsv hosp,2026-05-30,quantile,0.025,1.75
2026-05-23,01,1,wk inc rsv hosp,2026-05-30,quantile,0.05,2.25
2026-05-23,01,1,wk inc rsv hosp,2026-05-30,quantile,0.1,3.5
2026-05-23,01,1,wk inc rsv hosp,2026-05-30,quantile,0.15,3.75
2026-05-23,01,1,wk inc rsv hosp,2026-05-30,quantile,0.2,4.5
2026-05-23,01,1,wk inc rsv hosp,2026-05-30,quantile,0.25,4.75
2026-05-23,01,1,wk inc rsv hosp,2026-05-30,quantile,0.3,5.25
2026-05-23,01,1,wk inc rsv hosp,2026-05-30,quantile,0.35,6
2026-05-23,01,1,wk inc rsv hosp,2026-05-30,quantile,0.4,6
2026-05-23,01,1,wk inc rsv hosp,2026-05-30,quantile,0.45,6.75
2026-05-23,01,1,wk inc rsv hosp,2026-05-30,quantile,0.5,7
2026-05-23,01,1,wk inc rsv hosp,2026-05-30,quantile,0.55,7.25
2026-05-23,01,1,wk inc rsv hosp,2026-05-30,quantile,0.6,8
2026-05-23,01,1,wk inc rsv hosp,2026-05-30,quantile,0.65,8.5
2026-05-23,01,1,wk inc rsv hosp,2026-05-30,quantile,0.7,9
2026-05-23,01,1,wk inc rsv hosp,2026-05-30,quantile,0.75,10
2026-05-23,01,1,wk inc rsv hosp,2026-05-30,quantile,0.8,10.5
2026-05-23,01,1,wk inc rsv hosp,2026-05-30,quantile,0.85,11.5
2026-05-23,01,1,wk inc rsv hosp,2026-05-30,quantile,0.9,13
2026-05-23,01,1,wk inc rsv hosp,2026-05-30,quantile,0.95,16
2026-05-23,01,1,wk inc rsv hosp,2026-05-30,quantile,0.975,19.75
2026-05-23,01,1,wk inc rsv hosp,2026-05-30,quantile,0.99,26.5
2026-05-23,01,2,wk inc rsv hosp,2026-06-06,quantile,0.01,0.5
2026-05-23,01,2,wk inc rsv hosp,2026-06-06,quantile,0.025,1
2026-05-23,01,2,wk inc rsv hosp,2026-06-06,quantile,0.05,1.5
2026-05-23,01,2,wk inc rsv hosp,2026-06-06,quantile,0.1,2
2026-05-23,01,2,wk inc rsv hosp,2026-06-06,quantile,0.15,3
2026-05-23,01,2,wk inc rsv hosp,2026-06-06,quantile,0.2,3
2026-05-23,01,2,wk inc rsv hosp,2026-06-06,quantile,0.25,3.5
2026-05-23,01,2,wk inc rsv hosp,2026-06-06,quantile,0.3,4.5
2026-05-23,01,2,wk inc rsv hosp,2026-06-06,quantile,0.35,4.5
2026-05-23,01,2,wk inc rsv hosp,2026-06-06,quantile,0.4,4.5
2026-05-23,01,2,wk inc rsv hosp,2026-06-06,quantile,0.45,5
2026-05-23,01,2,wk inc rsv hosp,2026-06-06,quantile,0.5,5
2026-05-23,01,2,wk inc rsv hosp,2026-06-06,quantile,0.55,5.5
2026-05-23,01,2,wk inc rsv hosp,2026-06-06,quantile,0.6,6
2026-05-23,01,2,wk inc rsv hosp,2026-06-06,quantile,0.65,6.5
2026-05-23,01,2,wk inc rsv hosp,2026-06-06,quantile,0.7,7
2026-05-23,01,2,wk inc rsv hosp,2026-06-06,quantile,0.75,8
2026-05-23,01,2,wk inc rsv hosp,2026-06-06,quantile,0.8,8.5
2026-05-23,01,2,wk inc rsv hosp,2026-06-06,quantile,0.85,10
2026-05-23,01,2,wk inc rsv hosp,2026-06-06,quantile,0.9,12.5
2026-05-23,01,2,wk inc rsv hosp,2026-06-06,quantile,0.95,14.5
2026-05-23,01,2,wk inc rsv hosp,2026-06-06,quantile,0.975,18
2026-05-23,01,2,wk inc rsv hosp,2026-06-06,quantile,0.99,31
2026-05-23,01,3,wk inc rsv hosp,2026-06-13,quantile,0.01,0
2026-05-23,01,3,wk inc rsv hosp,2026-06-13,quantile,0.025,1
2026-05-23,01,3,wk inc rsv hosp,2026-06-13,quantile,0.05,1
2026-05-23,01,3,wk inc rsv hosp,2026-06-13,quantile,0.1,2
2026-05-23,01,3,wk inc rsv hosp,2026-06-13,quantile,0.15,2
2026-05-23,01,3,wk inc rsv hosp,2026-06-13,quantile,0.2,2
2026-05-23,01,3,wk inc rsv hosp,2026-06-13,quantile,0.25,3
2026-05-23,01,3,wk inc rsv hosp,2026-06-13,quantile,0.3,3
2026-05-23,01,3,wk inc rsv hosp,2026-06-13,quantile,0.35,4
2026-05-23,01,3,wk inc rsv hosp,2026-06-13,quantile,0.4,4
2026-05-23,01,3,wk inc rsv hosp,2026-06-13,quantile,0.45,4
2026-05-23,01,3,wk inc rsv hosp,2026-06-13,quantile,0.5,4
2026-05-23,01,3,wk inc rsv hosp,2026-06-13,quantile,0.55,4.5
2026-05-23,01,3,wk inc rsv hosp,2026-06-13,quantile,0.6,4.5
2026-05-23,01,3,wk inc rsv hosp,2026-06-13,quantile,0.65,5
2026-05-23,01,3,wk inc rsv hosp,2026-06-13,quantile,0.7,5
2026-05-23,01,3,wk inc rsv hosp,2026-06-13,quantile,0.75,6
2026-05-23,01,3,wk inc rsv hosp,2026-06-13,quantile,0.8,7
2026-05-23,01,3,wk inc rsv hosp,2026-06-13,quantile,0.85,8
2026-05-23,01,3,wk inc rsv hosp,2026-06-13,quantile,0.9,9
2026-05-23,01,3,wk inc rsv hosp,2026-06-13,quantile,0.95,12
2026-05-23,01,3,wk inc rsv hosp,2026-06-13,quantile,0.975,14
2026-05-23,01,3,wk inc rsv hosp,2026-06-13,quantile,0.99,21.5
2026-05-23,02,0,wk inc rsv hosp,2026-05-23,quantile,0.01,0
2026-05-23,02,0,wk inc rsv hosp,2026-05-23,quantile,0.025,0
2026-05-23,02,0,wk inc rsv hosp,2026-05-23,quantile,0.05,0
2026-05-23,02,0,wk inc rsv hosp,2026-05-23,quantile,0.1,0
2026-05-23,02,0,wk inc rsv hosp,2026-05-23,quantile,0.15,0
2026-05-23,02,0,wk inc rsv hosp,2026-05-23,quantile,0.2,0
2026-05-23,02,0,wk inc rsv hosp,2026-05-23,quantile,0.25,1
2026-05-23,02,0,wk inc rsv hosp,2026-05-23,quantile,0.3,1
2026-05-23,02,0,wk inc rsv hosp,2026-05-23,quantile,0.35,1
2026-05-23,02,0,wk inc rsv hosp,2026-05-23,quantile,0.4,1
2026-05-23,02,0,wk inc rsv hosp,2026-05-23,quantile,0.45,1
2026-05-23,02,0,wk inc rsv hosp,2026-05-23,quantile,0.5,1
2026-05-23,02,0,wk inc rsv hosp,2026-05-23,quantile,0.55,1
2026-05-23,02,0,wk inc rsv hosp,2026-05-23,quantile,0.6,1.5
2026-05-23,02,0,wk inc rsv hosp,2026-05-23,quantile,0.65,1.5
2026-05-23,02,0,wk inc rsv hosp,2026-05-23,quantile,0.7,2
2026-05-23,02,0,wk inc rsv hosp,2026-05-23,quantile,0.75,2
2026-05-23,02,0,wk inc rsv hosp,2026-05-23,quantile,0.8,2.75
