reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2026-03-28,0,wk inc rsv hosp,2026-03-28,06,quantile,0.01,192.52584103333328
2026-03-28,0,wk inc rsv hosp,2026-03-28,06,quantile,0.025,192.52584103333328
2026-03-28,0,wk inc rsv hosp,2026-03-28,06,quantile,0.05,192.52584103333328
2026-03-28,0,wk inc rsv hosp,2026-03-28,06,quantile,0.1,192.52584103333328
2026-03-28,0,wk inc rsv hosp,2026-03-28,06,quantile,0.15,212.1447617109833
2026-03-28,0,wk inc rsv hosp,2026-03-28,06,quantile,0.2,296.7945176334166
2026-03-28,0,wk inc rsv hosp,2026-03-28,06,quantile,0.25,321.50249017450005
2026-03-28,0,wk inc rsv hosp,2026-03-28,06,quantile,0.3,325.28406687225004
2026-03-28,0,wk inc rsv hosp,2026-03-28,06,quantile,0.35,330.09837874743755
2026-03-28,0,wk inc rsv hosp,2026-03-28,06,quantile,0.4,343.778725998
2026-03-28,0,wk inc rsv hosp,2026-03-28,06,quantile,0.45,350.41886697532505
2026-03-28,0,wk inc rsv hosp,2026-03-28,06,quantile,0.5,369.67924725
2026-03-28,0,wk inc rsv hosp,2026-03-28,06,quantile,0.55,378.52060802467497
2026-03-28,0,wk inc rsv hosp,2026-03-28,06,quantile,0.6,385.160749002
2026-03-28,0,wk inc rsv hosp,2026-03-28,06,quantile,0.65,398.84109625256247
2026-03-28,0,wk inc rsv hosp,2026-03-28,06,quantile,0.7,403.65540812775
2026-03-28,0,wk inc rsv hosp,2026-03-28,06,quantile,0.75,407.4369848255
2026-03-28,0,wk inc rsv hosp,2026-03-28,06,quantile,0.8,432.1449573665834
2026-03-28,0,wk inc rsv hosp,2026-03-28,06,quantile,0.85,516.7947132890167
2026-03-28,0,wk inc rsv hosp,2026-03-28,06,quantile,0.9,536.4136339666668
2026-03-28,0,wk inc rsv hosp,2026-03-28,06,quantile,0.95,536.4136339666668
2026-03-28,0,wk inc rsv hosp,2026-03-28,06,quantile,0.975,536.4136339666668
2026-03-28,0,wk inc rsv hosp,2026-03-28,06,quantile,0.99,536.4136339666668
2026-03-28,0,wk inc rsv hosp,2026-03-28,08,quantile,0.01,82.60683683333332
2026-03-28,0,wk inc rsv hosp,2026-03-28,08,quantile,0.025,82.60683683333332
2026-03-28,0,wk inc rsv hosp,2026-03-28,08,quantile,0.05,82.60683683333332
2026-03-28,0,wk inc rsv hosp,2026-03-28,08,quantile,0.1,90.3226956011999
2026-03-28,0,wk inc rsv hosp,2026-03-28,08,quantile,0.15,95.00732413883344
2026-03-28,0,wk inc rsv hosp,2026-03-28,08,quantile,0.2,111.40352402055
2026-03-28,0,wk inc rsv hosp,2026-03-28,08,quantile,0.25,122.00847348482498
2026-03-28,0,wk inc rsv hosp,2026-03-28,08,quantile,0.3,123.28704914849996
2026-03-28,0,wk inc rsv hosp,2026-03-28,08,quantile,0.35,125.19830393887496
2026-03-28,0,wk inc rsv hosp,2026-03-28,08,quantile,0.4,165.32096044742335
2026-03-28,0,wk inc rsv hosp,2026-03-28,08,quantile,0.45,170.2126243567333
2026-03-28,0,wk inc rsv hosp,2026-03-28,08,quantile,0.5,172.88761665
2026-03-28,0,wk inc rsv hosp,2026-03-28,08,quantile,0.55,174.4736156432667
2026-03-28,0,wk inc rsv hosp,2026-03-28,08,quantile,0.6,179.36527955257662
2026-03-28,0,wk inc rsv hosp,2026-03-28,08,quantile,0.65,219.48793606112503
2026-03-28,0,wk inc rsv hosp,2026-03-28,08,quantile,0.7,221.39919085150004
2026-03-28,0,wk inc rsv hosp,2026-03-28,08,quantile,0.75,222.67776651517505
2026-03-28,0,wk inc rsv hosp,2026-03-28,08,quantile,0.8,233.28271597945
2026-03-28,0,wk inc rsv hosp,2026-03-28,08,quantile,0.85,249.67891586116656
2026-03-28,0,wk inc rsv hosp,2026-03-28,08,quantile,0.9,254.36354439880012
2026-03-28,0,wk inc rsv hosp,2026-03-28,08,quantile,0.95,262.0794031666667
2026-03-28,0,wk inc rsv hosp,2026-03-28,08,quantile,0.975,262.0794031666667
2026-03-28,0,wk inc rsv hosp,2026-03-28,08,quantile,0.99,262.0794031666667
2026-03-28,0,wk inc rsv hosp,2026-03-28,09,quantile,0.01,57.64991931666666
2026-03-28,0,wk inc rsv hosp,2026-03-28,09,quantile,0.025,57.64991931666666
2026-03-28,0,wk inc rsv hosp,2026-03-28,09,quantile,0.05,57.64991931666666
2026-03-28,0,wk inc rsv hosp,2026-03-28,09,quantile,0.1,63.09145240359999
2026-03-28,0,wk inc rsv hosp,2026-03-28,09,quantile,0.15,64.005069219208
2026-03-28,0,wk inc rsv hosp,2026-03-28,09,quantile,0.2,64.81911534752501
2026-03-28,0,wk inc rsv hosp,2026-03-28,09,quantile,0.25,72.29780527366667
2026-03-28,0,wk inc rsv hosp,2026-03-28,09,quantile,0.3,73.89771339187016
2026-03-28,0,wk inc rsv hosp,2026-03-28,09,quantile,0.35,76.94746286993332
2026-03-28,0,wk inc rsv hosp,2026-03-28,09,quantile,0.4,78.054693990993
2026-03-28,0,wk inc rsv hosp,2026-03-28,09,quantile,0.45,79.40880848621666
2026-03-28,0,wk inc rsv hosp,2026-03-28,09,quantile,0.5,85.56355348333332
2026-03-28,0,wk inc rsv hosp,2026-03-28,09,quantile,0.55,87.76221501378333
2026-03-28,0,wk inc rsv hosp,2026-03-28,09,quantile,0.6,89.11632950900699
2026-03-28,0,wk inc rsv hosp,2026-03-28,09,quantile,0.65,90.22356063006669
2026-03-28,0,wk inc rsv hosp,2026-03-28,09,quantile,0.7,93.27331010812983
2026-03-28,0,wk inc rsv hosp,2026-03-28,09,quantile,0.75,94.87321822633332
2026-03-28,0,wk inc rsv hosp,2026-03-28,09,quantile,0.8,102.35190815247498
2026-03-28,0,wk inc rsv hosp,2026-03-28,09,quantile,0.85,103.165954280792
2026-03-28,0,wk inc rsv hosp,2026-03-28,09,quantile,0.9,104.0795710964
2026-03-28,0,wk inc rsv hosp,2026-03-28,09,quantile,0.95,109.52110418333334
2026-03-28,0,wk inc rsv hosp,2026-03-28,09,quantile,0.975,109.52110418333334
2026-03-28,0,wk inc rsv hosp,2026-03-28,09,quantile,0.99,109.52110418333334
2026-03-28,0,wk inc rsv hosp,2026-03-28,13,quantile,0.01,0.0
2026-03-28,0,wk inc rsv hosp,2026-03-28,13,quantile,0.025,0.0
2026-03-28,0,wk inc rsv hosp,2026-03-28,13,quantile,0.05,0.0
2026-03-28,0,wk inc rsv hosp,2026-03-28,13,quantile,0.1,0.0
2026-03-28,0,wk inc rsv hosp,2026-03-28,13,quantile,0.15,0.0
2026-03-28,0,wk inc rsv hosp,2026-03-28,13,quantile,0.2,11.484124619999996
2026-03-28,0,wk inc rsv hosp,2026-03-28,13,quantile,0.25,14.878053905016593
2026-03-28,0,wk inc rsv hosp,2026-03-28,13,quantile,0.3,24.32410789806662
2026-03-28,0,wk inc rsv hosp,2026-03-28,13,quantile,0.35,41.63184560353336
2026-03-28,0,wk inc rsv hosp,2026-03-28,13,quantile,0.4,50.10482903546669
2026-03-28,0,wk inc rsv hosp,2026-03-28,13,quantile,0.45,66.09034576173332
2026-03-28,0,wk inc rsv hosp,2026-03-28,13,quantile,0.5,72.26797729166664
2026-03-28,0,wk inc rsv hosp,2026-03-28,13,quantile,0.55,77.98395548826667
2026-03-28,0,wk inc rsv hosp,2026-03-28,13,quantile,0.6,93.9694722145333
2026-03-28,0,wk inc rsv hosp,2026-03-28,13,quantile,0.65,102.44245564646664
2026-03-28,0,wk inc rsv hosp,2026-03-28,13,quantile,0.7,119.75019335193338
2026-03-28,0,wk inc rsv hosp,2026-03-28,13,quantile,0.75,129.1962473449834
