reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2026-04-25,0,wk inc rsv hosp,2026-04-25,06,quantile,0.01,0.0
2026-04-25,0,wk inc rsv hosp,2026-04-25,06,quantile,0.025,0.0
2026-04-25,0,wk inc rsv hosp,2026-04-25,06,quantile,0.05,0.0
2026-04-25,0,wk inc rsv hosp,2026-04-25,06,quantile,0.1,42.22201317744
2026-04-25,0,wk inc rsv hosp,2026-04-25,06,quantile,0.15,51.69714731547332
2026-04-25,0,wk inc rsv hosp,2026-04-25,06,quantile,0.2,56.18109562271995
2026-04-25,0,wk inc rsv hosp,2026-04-25,06,quantile,0.25,76.98748521050001
2026-04-25,0,wk inc rsv hosp,2026-04-25,06,quantile,0.3,92.57251636007987
2026-04-25,0,wk inc rsv hosp,2026-04-25,06,quantile,0.35,94.76749634939732
2026-04-25,0,wk inc rsv hosp,2026-04-25,06,quantile,0.4,104.05846562232006
2026-04-25,0,wk inc rsv hosp,2026-04-25,06,quantile,0.45,114.86617697423992
2026-04-25,0,wk inc rsv hosp,2026-04-25,06,quantile,0.5,125.62553325
2026-04-25,0,wk inc rsv hosp,2026-04-25,06,quantile,0.55,133.50188152576007
2026-04-25,0,wk inc rsv hosp,2026-04-25,06,quantile,0.6,144.30959287767993
2026-04-25,0,wk inc rsv hosp,2026-04-25,06,quantile,0.65,153.60056215060266
2026-04-25,0,wk inc rsv hosp,2026-04-25,06,quantile,0.7,155.79554213992012
2026-04-25,0,wk inc rsv hosp,2026-04-25,06,quantile,0.75,171.38057328949998
2026-04-25,0,wk inc rsv hosp,2026-04-25,06,quantile,0.8,192.18696287728005
2026-04-25,0,wk inc rsv hosp,2026-04-25,06,quantile,0.85,196.6709111845267
2026-04-25,0,wk inc rsv hosp,2026-04-25,06,quantile,0.9,206.14604532256
2026-04-25,0,wk inc rsv hosp,2026-04-25,06,quantile,0.95,296.1279257166667
2026-04-25,0,wk inc rsv hosp,2026-04-25,06,quantile,0.975,296.1279257166667
2026-04-25,0,wk inc rsv hosp,2026-04-25,06,quantile,0.99,296.1279257166667
2026-04-25,0,wk inc rsv hosp,2026-04-25,08,quantile,0.01,0.0
2026-04-25,0,wk inc rsv hosp,2026-04-25,08,quantile,0.025,0.0
2026-04-25,0,wk inc rsv hosp,2026-04-25,08,quantile,0.05,0.0
2026-04-25,0,wk inc rsv hosp,2026-04-25,08,quantile,0.1,0.0
2026-04-25,0,wk inc rsv hosp,2026-04-25,08,quantile,0.15,0.0
2026-04-25,0,wk inc rsv hosp,2026-04-25,08,quantile,0.2,0.0
2026-04-25,0,wk inc rsv hosp,2026-04-25,08,quantile,0.25,0.0
2026-04-25,0,wk inc rsv hosp,2026-04-25,08,quantile,0.3,0.0
2026-04-25,0,wk inc rsv hosp,2026-04-25,08,quantile,0.35,21.23554356843277
2026-04-25,0,wk inc rsv hosp,2026-04-25,08,quantile,0.4,26.940206594720465
2026-04-25,0,wk inc rsv hosp,2026-04-25,08,quantile,0.45,28.26411915172597
2026-04-25,0,wk inc rsv hosp,2026-04-25,08,quantile,0.5,30.352649775
2026-04-25,0,wk inc rsv hosp,2026-04-25,08,quantile,0.55,31.35218709827403
2026-04-25,0,wk inc rsv hosp,2026-04-25,08,quantile,0.6,32.676099655279536
2026-04-25,0,wk inc rsv hosp,2026-04-25,08,quantile,0.65,38.38076268156723
2026-04-25,0,wk inc rsv hosp,2026-04-25,08,quantile,0.7,74.92148692247208
2026-04-25,0,wk inc rsv hosp,2026-04-25,08,quantile,0.75,80.12398094190002
2026-04-25,0,wk inc rsv hosp,2026-04-25,08,quantile,0.8,94.93872014744542
2026-04-25,0,wk inc rsv hosp,2026-04-25,08,quantile,0.85,121.90382308691198
2026-04-25,0,wk inc rsv hosp,2026-04-25,08,quantile,0.9,130.81742100969404
2026-04-25,0,wk inc rsv hosp,2026-04-25,08,quantile,0.95,135.695769775
2026-04-25,0,wk inc rsv hosp,2026-04-25,08,quantile,0.975,135.695769775
2026-04-25,0,wk inc rsv hosp,2026-04-25,08,quantile,0.99,135.695769775
2026-04-25,0,wk inc rsv hosp,2026-04-25,09,quantile,0.01,0.0
2026-04-25,0,wk inc rsv hosp,2026-04-25,09,quantile,0.025,0.0
2026-04-25,0,wk inc rsv hosp,2026-04-25,09,quantile,0.05,0.0
2026-04-25,0,wk inc rsv hosp,2026-04-25,09,quantile,0.1,4.098096481500161
2026-04-25,0,wk inc rsv hosp,2026-04-25,09,quantile,0.15,6.236954189043999
2026-04-25,0,wk inc rsv hosp,2026-04-25,09,quantile,0.2,7.049893541495315
2026-04-25,0,wk inc rsv hosp,2026-04-25,09,quantile,0.25,12.869090360282405
2026-04-25,0,wk inc rsv hosp,2026-04-25,09,quantile,0.3,14.62027909560351
2026-04-25,0,wk inc rsv hosp,2026-04-25,09,quantile,0.35,14.89193640301865
2026-04-25,0,wk inc rsv hosp,2026-04-25,09,quantile,0.4,15.107331677574692
2026-04-25,0,wk inc rsv hosp,2026-04-25,09,quantile,0.45,20.14063143977865
2026-04-25,0,wk inc rsv hosp,2026-04-25,09,quantile,0.5,26.322881233333334
2026-04-25,0,wk inc rsv hosp,2026-04-25,09,quantile,0.55,28.549047560221343
2026-04-25,0,wk inc rsv hosp,2026-04-25,09,quantile,0.6,33.582347322425306
2026-04-25,0,wk inc rsv hosp,2026-04-25,09,quantile,0.65,33.79774259698135
2026-04-25,0,wk inc rsv hosp,2026-04-25,09,quantile,0.7,34.06939990439649
2026-04-25,0,wk inc rsv hosp,2026-04-25,09,quantile,0.75,35.82058863971759
2026-04-25,0,wk inc rsv hosp,2026-04-25,09,quantile,0.8,41.63978545850468
2026-04-25,0,wk inc rsv hosp,2026-04-25,09,quantile,0.85,42.452724810956
2026-04-25,0,wk inc rsv hosp,2026-04-25,09,quantile,0.9,44.59158251849984
2026-04-25,0,wk inc rsv hosp,2026-04-25,09,quantile,0.95,50.28043193333333
2026-04-25,0,wk inc rsv hosp,2026-04-25,09,quantile,0.975,50.28043193333333
2026-04-25,0,wk inc rsv hosp,2026-04-25,09,quantile,0.99,50.28043193333333
2026-04-25,0,wk inc rsv hosp,2026-04-25,13,quantile,0.01,0.0
2026-04-25,0,wk inc rsv hosp,2026-04-25,13,quantile,0.025,0.0
2026-04-25,0,wk inc rsv hosp,2026-04-25,13,quantile,0.05,0.0
2026-04-25,0,wk inc rsv hosp,2026-04-25,13,quantile,0.1,0.0
2026-04-25,0,wk inc rsv hosp,2026-04-25,13,quantile,0.15,0.0
2026-04-25,0,wk inc rsv hosp,2026-04-25,13,quantile,0.2,0.0
2026-04-25,0,wk inc rsv hosp,2026-04-25,13,quantile,0.25,0.0
2026-04-25,0,wk inc rsv hosp,2026-04-25,13,quantile,0.3,6.723999557943998
2026-04-25,0,wk inc rsv hosp,2026-04-25,13,quantile,0.35,21.23744597139996
2026-04-25,0,wk inc rsv hosp,2026-04-25,13,quantile,0.4,24.14407762372402
2026-04-25,0,wk inc rsv hosp,2026-04-25,13,quantile,0.45,27.80385963111255
2026-04-25,0,wk inc rsv hosp,2026-04-25,13,quantile,0.5,34.99285954166665
2026-04-25,0,wk inc rsv hosp,2026-04-25,13,quantile,0.55,41.720206118887454
2026-04-25,0,wk inc rsv hosp,2026-04-25,13,quantile,0.6,45.37998812627599
2026-04-25,0,wk inc rsv hosp,2026-04-25,13,quantile,0.65,48.28661977860004
2026-04-25,0,wk inc rsv hosp,2026-04-25,13,quantile,0.7,62.80006619205601
2026-04-25,0,wk inc rsv hosp,2026-04-25,13,quantile,0.75,80.33378494529336
2026-04-25,0,wk inc rsv hosp,2026-04-25,13,quantile,0.8,91.13489676706398
2026-04-25,0,wk inc rsv hosp,2026-04-25,13,quantile,0.85,92.284750055816
2026-04-25,0,wk inc rsv hosp,2026-04-25,13,quantile,0.9,96.50352792844
2026-04-25,0,wk inc rsv hosp,2026-04-25,13,quantile,0.95,174.293033375
2026-04-25,0,wk inc rsv hosp,2026-04-25,13,quantile,0.975,174.293033375
2026-04-25,0,wk inc rsv hosp,2026-04-25,13,quantile,0.99,174.293033375
2026-04-25,0,wk inc rsv hosp,2026-04-25,24,quantile,0.01,0.0
2026-04-25,0,wk inc rsv hosp,2026-04-25,24,quantile,0.025,0.0
2026-04-25,0,wk inc rsv hosp,2026-04-25,24,quantile,0.05,0.0
2026-04-25,0,wk inc rsv hosp,2026-04-25,24,quantile,0.1,0.0
2026-04-25,0,wk inc rsv hosp,2026-04-25,24,quantile,0.15,0.0
2026-04-25,0,wk inc rsv hosp,2026-04-25,24,quantile,0.2,0.0
2026-04-25,0,wk inc rsv hosp,2026-04-25,24,quantile,0.25,0.0
2026-04-25,0,wk inc rsv hosp,2026-04-25,24,quantile,0.3,0.0
2026-04-25,0,wk inc rsv hosp,2026-04-25,24,quantile,0.35,0.0
2026-04-25,0,wk inc rsv hosp,2026-04-25,24,quantile,0.4,0.0
2026-04-25,0,wk inc rsv hosp,2026-04-25,24,quantile,0.45,3.3371208438406663
2026-04-25,0,wk inc rsv hosp,2026-04-25,24,quantile,0.5,8.1712511625
2026-04-25,0,wk inc rsv hosp,2026-04-25,24,quantile,0.55,11.436259181159333
2026-04-25,0,wk inc rsv hosp,2026-04-25,24,quantile,0.6,15.248037115137354
2026-04-25,0,wk inc rsv hosp,2026-04-25,24,quantile,0.65,15.284151049791364
2026-04-25,0,wk inc rsv hosp,2026-04-25,24,quantile,0.7,17.34294281675251
2026-04-25,0,wk inc rsv hosp,2026-04-25,24,quantile,0.75,19.278337611110054
2026-04-25,0,wk inc rsv hosp,2026-04-25,24,quantile,0.8,39.84481432444938
2026-04-25,0,wk inc rsv hosp,2026-04-25,24,quantile,0.85,51.50768035362341
2026-04-25,0,wk inc rsv hosp,2026-04-25,24,quantile,0.9,68.60392860712193
2026-04-25,0,wk inc rsv hosp,2026-04-25,24,quantile,0.95,74.49651303916669
2026-04-25,0,wk inc rsv hosp,2026-04-25,24,quantile,0.975,74.49651303916669
2026-04-25,0,wk inc rsv hosp,2026-04-25,24,quantile,0.99,74.49651303916669
2026-04-25,0,wk inc rsv hosp,2026-04-25,26,quantile,0.01,32.78578801666666
2026-04-25,0,wk inc rsv hosp,2026-04-25,26,quantile,0.025,32.78578801666666
2026-04-25,0,wk inc rsv hosp,2026-04-25,26,quantile,0.05,32.78578801666666
2026-04-25,0,wk inc rsv hosp,2026-04-25,26,quantile,0.1,32.78578801666666
2026-04-25,0,wk inc rsv hosp,2026-04-25,26,quantile,0.15,85.31481540393462
2026-04-25,0,wk inc rsv hosp,2026-04-25,26,quantile,0.2,90.4366797011227
2026-04-25,0,wk inc rsv hosp,2026-04-25,26,quantile,0.25,93.83466294359464
2026-04-25,0,wk inc rsv hosp,2026-04-25,26,quantile,0.3,96.42201692713336
